what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445202643
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445202686
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445202704
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445202746
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445202808
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445204859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445210839
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.StepOver",1525445213058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445218670
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445220183
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1525445221921
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1525445225156
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1525445227042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445229154
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445232258
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1525445232417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445233765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445238519
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1525445248768
